name,bouts,KOs
DACARREE SCOTT,8,75
ELDOR ABDUKODIROV,11,72.73
CASEY CASWELL,7,57.14
WACHIRASAK WAIYAWONG,12,33.33
CELSO NEVES,13,15.38
ALEX FARRELL,7,42.86
YAIR MORA DEVAL,11,27.27
JEREMY DUPETITMAGNEUX,7,0
RYUKU NAGAMINE,8,75
BADER SAMREEN,6,83.33
BEN FIELDS,24,0
ADASAT RODRIGUEZ,30,40
GERSON ESCOBAR ROMERO,21,19.05
RAYNELL WILLIAMS,14,50
LEE REEVES,10,60
LUTHANDO MBUMBULWANA,19,36.84
BOGDAN DINU,24,66.67
BENJAMIN WHITAKER,25,12
CARLOS ARRIETA,15,53.33
YOUNG DOO CHOI,5,80
SENAD GASHI,27,81.48
KEVIN BALDOSPINO,19,10.53
TOMOYA KISHINE,14,14.29
RYDELL BOOKER,33,39.39
BRUCE CARRINGTON,4,75
KIKI TOA LEUTELE,11,63.64
DEION PRUITT,6,83.33
CHRISTIAN GASPARRI,9,11.11
CARLOS MOHAMED RODRIGUEZ,25,24
HAIDARI MCHANJO,31,19.35
ESAU HERRERA DE LA CRUZ,34,23.53
LENNY FULLER,12,8.33
BORIS CRIGHTON,10,60
GUSTAVO DAVID VITTORI,37,32.43
ROBERT MAGEE,9,44.44
ANDREA SCARPA,33,33.33
KOSUKE TOMIOKA,8,62.5
JAN CZERKLEWICZ,9,22.22
ALIN FLORIN CIORCERI,19,36.84
RICHIE MEPRANUM,46,23.91
NAZARIO CASTRO NIEBLAS,12,41.67
MBIYA KANKU,16,62.5
RUBEN MASS TORO,15,66.67
DENMARK QUIBIDO,13,53.85
MIGUEL CESARIO ANTIN,32,25
JHUNRILLE CASTINO,13,30.77
NATHAN AUGUSTINE,10,20
CRISTHIAN MARTINEZ,6,33.33
WILLIAM ENCARNACION,23,65.22
WILLIS MEEHAN,12,83.33
MARLON HARRINGTON,8,87.5
SILVERIO ORTIZ,69,26.09
ARDIN DIALE,56,30.36
SEIRA KISHIDA,9,22.22
JHUNRIEL RAMONAL,34,29.41
ARTUR REIS,8,75
MARIANO GASTON FARIAS,9,88.89
LUIS ALVARADO MORALES,7,14.29
ERIC PRIEST,8,75
ROGELIO JIMENEZ,7,57.14
DANIEL SOTO GOMEZ,12,25
ELIAS MAURICIO HAEDO,17,52.94
ALEXANDER KOTOV,15,33.33
ROBIN HARDRICK,10,30
MAURICE LEE,16,31.25
JONATHAN CISNEROS SANDOVAL,16,62.5
FERNANDO OLIVA MEJIA,10,30
STEPHON YOUNG,24,29.17
RAVSHAN MAKHAMADJONOV,13,69.23
CHIA CHING HUNG,8,62.5
PAUL KAMANGA,26,50
CELEX CASTRO OLIVARES,11,72.73
ERIK AGATELJAN,9,66.67
DAISUKE SUGITA,9,33.33
LUIS RODRIGUEZ RODRIGUEZ,9,33.33
MATHIS VEGAS,9,0
RYAN ADAMS,17,35.29
FELIX CARABALLO,19,47.37
ACHARIYA BOONMOH,13,84.62
JENEL LAUSA,12,58.33
REECE MACMILLAN,16,12.5
LUCA ANTONIO CINQUEONCIE,15,73.33
ARTAVAZD AROYAN,9,55.56
LUKE BOYD,10,100
VLADIMIR MIRONENKO,6,50
ARSTAN UMBITKULOV,9,22.22
JESUS AVILES,16,12.5
AMNAT RUENROENG,28,21.43
YURIY VISHNYAKOV,10,60
MFAUME MFAUME,28,28.57
LEE MCALLISTER,41,29.27
JOSE LUIS VAZQUEZ HERNANDEZ,8,25
VICENTE MARTIN RODRIGUEZ,52,40.38
JAYVON GARNETT,11,45.45
EDISON ZANI,11,63.64
MARIANO ANGEL GUDINO,20,45
VELJKO RAZNATOVIC,13,76.92
JAMES PERELLA,11,63.64
GEORGE DAVEY,6,0
JOSE EDGARDO GARCIA,18,50
DURVAL ELIAS PALACIO,11,54.55
NUHU LAWAL,37,40.54
KEVIN PIEDRAHITA,6,83.33
FRANCO GUTIERREZ,21,28.57
ATHENKOSI THONGWANA,7,14.29
FRANCISCO GABRIEL PINA,43,16.28
ERNIE SANCHEZ,40,30
DAVID VARGAS ZAMORA,9,44.44
DEZMOND LUCAS,7,42.86
ANDREJ PESIC,17,41.18
AZNAUR KALSYNOV,6,0
JERSON AGUILAR,19,15.79
DEONTAE PETTIGREW,7,85.71
ANGEL PEREZ,6,83.33
SHUNPEI ODAGIRI,1,100
RANCE WARD,12,16.67
DERVIN COLINA,18,77.78
DA WON GANG,6,33.33
AIDAR SHARIBAYEV,10,70
JEREMIAH MILTON,6,83.33
RAUL FLORES CRUCES,10,60
IBRAHIMA DIALLO,10,70
JONATHAN REFUGIO,35,22.86
JOSUE CASTANEDA PEREZ,33,15.15
MALCOLM JONES,19,52.63
CRISTIAN PALMA,45,15.56
RICHARD FENYI,7,85.71
KENNY DE LEON,14,71.43
PATRICK MUKALA,15,73.33
RYUYA KUSAMURA,3,100
RYUNOSUKE TAKAGUMA,4,50
ALGERBIS GONZALEZ,5,60
CHRISTOPHER MCCOY,15,53.33
ALI DOHIER,6,33.33
JIN SU KIM,12,33.33
FRANCISCO ALARCON VILLAGRAN,21,23.81
PLACIDO RAMIREZ,20,55
ALEXIS DEL BOSQUE,25,36
TATSURO NAKASHIMA,15,46.67
FERNANDO DANIEL CANCINO,23,13.04
BRYAN JAMES WILD,9,66.67
RANELIO QUIZO,13,23.08
VANLALAWMPUIA,6,50
ALEXIS GAYTAN,20,15
JUERGEN DOBERSTEIN,33,24.24
HYOGA TANIGUCHI,11,9.09
LEON GAVILAN,7,28.57
RAUL GARCIA,10,80
DMYTRO BEZUS,9,44.44
RODEX PIALA,6,16.67
MARLON BRUN,15,20
VLADIMIR REZNICEK,17,29.41
JONATHAN COUTINO,14,28.57
IDRIS ADALAEV,4,50
NATHANIEL MAY,25,52
MARCOS RAMON VAZQUEZ RODRIGUEZ,21,47.62
RETSU KOSAKA,18,22.22
JOHN MARK TIHUK,11,27.27
ESLON KALUS,6,16.67
EIKI KANI,9,22.22
ISRAEL LOPEZ,13,53.85
DANTE COX,11,54.55
STEPAN DIYUN,6,66.67
TRISTAN KALKREUTH,10,70
ISAO AOYAMA,23,13.04
HASSAN NDONGA,9,22.22
MOURAD ALIEV,4,50
ALEXIS BASTAR,21,42.86
MICHAEL WEBSTER,7,71.43
TERRY LE COUVIOUR,17,11.76
ANGEL TALAVERA CARRILLO,9,11.11
ARNEL TINAMPAY,54,22.22
MARTIN LEON MORALES,15,66.67
QUINTON RANKIN,29,48.28
PETER MCGRAIL,4,75
LEBOGANG MASHITOA,11,18.18
KENJI FUJITA,2,50
LUIS VILLA PADILLA,19,10.53
SIRICHAI THAIYEN,68,61.76
HIROMASA URAKAWA,9,55.56
ISAI HERNANDEZ,17,41.18
MESHACK MWANKEMWA,37,37.84
PAUL ECONOMIDES,31,16.13
JUAN MARCOS RODRIGUEZ URTIZ,15,53.33
GUSTAVO GARIBAY,34,26.47
SERGIO LEON RODRIGUEZ,5,60
FRANCK MOMBEY,5,20
JORGE PAEZ JR,59,42.37
ORIAL KOLAJ,27,48.15
MISAKI HIRANO,7,28.57
ADRIAN DUENAS COTA,4,50
XOLISA MAGUSHA,23,26.09
PABLITO CANADA,34,5.88
PAWEL AUGUST,13,46.15
BOHDAN SHTONDA,7,42.86
JOSE QUINTANA BUGARIN,11,18.18
REGAN GLACKIN,8,25
JOHN LAWRENCE ORDONIO,12,33.33
GIOVANNIE GONZALEZ,22,54.55
GUILLERMO AVILA GODINEZ,31,45.16
ROBIN ZAMORA,34,23.53
JOSE RAMOS SAVIN,14,28.57
MICHAEL WALSH,14,92.86
EDGAR JOE CORTES,17,5.88
YOANDRIS SALINAS,27,59.26
ANDY HOESCHLER,11,81.82
SHODAI MORITA,7,42.86
ZAID YAM ESPINOSA,12,58.33
ABED SHIKONGO,7,42.86
JUSTIN CARDONA,8,50
SCOTT ALLAN,18,5.56
PEDRO RAMIREZ PAYAN,1,100
OMAR CANDE TRINIDAD,10,70
JAMES BEECH JNR,17,11.76
LUCAS RAMON ARGANARAZ,7,42.86
ANTONIO LOUIS HERNANDEZ,23,17.39
EVINCII DIXON,42,11.9
JOSE RODOLFO GARCIA,19,21.05
JOSE ARAY,11,81.82
WALTER CORDOBA,7,42.86
MAURO AMARO CORBALAN,10,40
CRISTIAN ARIEL REGGIARDO,11,36.36
VLADYSLAV BARANOV,20,25
STEFAN NIKOLIC,7,71.43
JOEPHER MONTANO,19,57.89
ALFONSO CAMPOS LOPEZ,8,0
SHAKHOBIDIN ZOIROV,5,60
DARIO GERMAN BALMACEDA,43,32.56
ROBERTO PALOMARES LOPEZ,16,12.5
GERARDO GARCIA PITONES,10,80
EARL BASCOME,11,18.18
SANTIAGO DAMIAN SANCHEZ,14,28.57
RYOTA KARIMATA,9,44.44
FLOYD DIAZ,6,33.33
TETSUYA KONDO,12,33.33
RUSSELL FIORE,31,64.52
ULISES MOGUEL,9,55.56
RAVSHAN HUDAYNAZAROV,24,58.33
RAFAEL REYES,34,47.06
RAPHAEL ROGERS,4,50
KAZUNORI HIRANO,7,57.14
ROBERT RODRIGUEZ,12,41.67
MICHAEL ANGELETTI,6,83.33
JESUS MENDEZ AGUIRRE,9,22.22
ALEX THERAN,31,48.39
ARIJAN GORICKI,14,42.86
RYO YOSHIDA,8,50
PHUMLANI MALONI,12,25
GABRIEL ENGUEMA,22,27.27
JONATHAN ALFREDO RUIZ,14,42.86
LOYISO NGANTWENI,32,28.13
JORGE CANALES PULIDO,19,10.53
SHOKHRUKH ABDIEV,14,21.43
RAFAEL CHIRUTA,65,13.85
JONATHAN URIBE HERNANDEZ,6,16.67
BRIAN PELAEZ,18,11.11
DAMIAN KIWIOR,14,7.14
DAVID STEVENS,11,72.73
AGUSTIN NAZARENO BURGOS,4,50
VALERIO MAZZULLA,19,15.79
JERICO GATCHALIAN,4,50
JUAN FLORES SALAZAR,19,21.05
BEN BARTLETT,5,20
TYRELL BOYD,7,100
MICHAEL NIELSEN,8,25
LARRY SMITH,66,13.64
DIEGO VELASCO AGUILAR,8,12.5
THEON CAMILLERI,5,20
MARIEL AGUNDEZ BUSTAMANTE,9,66.67
JEAN CARLOS QUINTANA,10,50
SERGIO JIMENEZ,8,87.5
SOLOMON MARTEY,14,57.14
RUSLAN SHCHELEV,36,25
ISLAM ASHABOV,12,16.67
ANTON HASKINS,5,20
ABNER MARIN VELASQUEZ,2,50
ABRAHAM PERFECTO VALDEZ,7,57.14
VALERIO NOCERA,11,0
STEPHANE TCHAMBA,15,20
CODY KERR,2,50
YUKI UCHIDA,17,5.88
WILLIAM HAMILTON,3,66.67
SANG GEUN LEE,9,44.44
STEFAN MIHAILOV,20,15
ION MIHAI DESROBITU,5,20
MYKELL GAMBLE,4,75
CARLOS ALBERTO LAMELA,5,0
CRISTIAN FELIPE,4,25
EMMANUEL QUAYE,13,38.46
DEAUNDRE PETTUS,8,37.5
MANUEL LARGACHA,28,14.29
DARRYL HAYES,27,3.7
DONTE STUBBS,13,15.38
LUIS ROJAS GARCIA,9,66.67
PEDRO VILLEGAS,16,25
ANDREJ BAKOVIC,13,76.92
ALBERTO MORA GARCIA,3,100
DIEGO DOMINGUEZ GUTIERREZ,17,35.29
JEREMIAH MHERE,11,18.18
ALEKSANDER KALLASHI,6,50
IMMANUEL ANDELEKI,16,12.5
AAZDDIN AAJOUR,9,33.33
JUFEL SALINA,10,40
RAM GANDARA,3,33.33
MARCOS GABRIEL MARTINEZ,22,22.73
BRIAN ANCO PADILLA,7,85.71
AGUSTIN LUGO RODRIGUEZ,30,16.67
CALLUM BEARDOW,5,0
EMANUEL FERNANDO QUIROGA,32,3.13
ABDUL SSEBUTE,8,62.5
HARMONITO DELA TORRE,26,53.85
WILLIAM CAWLEY,2,0
RODOLFO FLORES MORENO,21,28.57
YSRAEL BARBOZA,7,42.86
ALBERT NOLAN,5,0
HYUN MO YANG,8,0
LUIS ALCARAZ GUTIERREZ,2,50
STARLING MARTINEZ,12,58.33
CLAY BURNS,25,16
BEOM KYU LEE,5,20
GRAHAM MCCORMACK,9,11.11
EDUARDO EZEQUIEL CASALICCHIO,8,50
ERIC ESTRADA,4,100
ALESSIO SPAHIU,3,100
SALIM BEN REJEB,15,0
RAMIRO MARTINEZ,7,28.57
LUIS MIGUEL BAYONA,4,50
JUAN CARLOS ROJAS SANCHEZ,42,16.67
PHUMIRITDET CHONLATHONDAMRONGKUN,13,84.62
MUHAMMAD ALI ZAHID,8,0
KARWAN AL BEWANI,11,72.73
XANDER SAVAGE,3,33.33
ZVJEZDAN VIDAKOVIC,14,57.14
CHUKWUDI NDIDI,3,66.67
ANDRII SKAKUN,7,57.14
CRISTIAN CANGELOSI,6,33.33
ISIAH SELDON,21,23.81
CHRIS HEALEY,21,9.52
JONATHAN KINNER,14,7.14
CONNER KELSALL,6,16.67
LOUIS FIELDING,17,5.88
CRISTIAN AVILA,25,52
CARLOS GASTON SUAREZ,19,10.53
CHRIS DAVIES,16,6.25
ERDOGAN KADRIJA,23,52.17
RODRIGO JONATHAN MARTINEZ,18,5.56
HECTOR RUIZ SOTO,23,21.74
THULASI THARUMALINGAM,10,50
THOMAS WILKINS,7,14.29
PAOLO SY,14,21.43
KHALID GRAIDIA,21,9.52
SHU NAWAI,7,28.57
VICTOR YOKA,1,100
APISAI NACIQA,8,25
YAMIKANI MKANDAWIRE,17,11.76
DILAN VALDEZ MEDINA,30,6.67
LAMONT FLEMON,4,50
RAY BEAR,2,0
YASER AL GHENA,7,0
JONATHAN IRIZARRY,6,83.33
JAMES MUGENI,5,80
EDGAR RAMIREZ,8,50
KIM LINDOG,22,22.73
RUBEN MONTOYA RAMIREZ,21,42.86
JUSTICE ADDY,29,48.28
YOUNES ZARRAA,7,57.14
TOM AITCHISON,7,28.57
IRINEU BEATO COSTA JUNIOR,31,54.84
JONNY COCCI,9,33.33
DONNIE PALMER,15,66.67
ATILLA KAYABASI,18,38.89
WILLIAM WEBBER,10,10
ANDRES GARCIA GUZMAN,35,14.29
JORGE ORTEGA ENRIQUEZ,17,11.76
MATT CRADDOCK,6,16.67
CONNOR WARD,6,16.67
JORGE SILLAS AMOR,65,10.77
SEBASTIAN SINGH,22,40.91
IVOR LASTRILLA,26,26.92
YOALI MEJIA MOSQUEDA,4,75
JIRAWAT THAMMACHOT,13,69.23
NIKOLA VLAJKOV,26,23.08
CRISPIN MOLIATI,41,26.83
DAJUAN CALLOWAY,6,83.33
MANUEL AZOFEIFA,2,50
MICHEL CABRAL,10,10
LERDCHAI CHAIYAWED,17,23.53
JHOVANY MARTINEZ BONILLA,2,0
UMAR ANJUM,3,0
ADRIAN GUTIERREZ,13,46.15
RYAN ASTON,29,31.03
JAMIE PORTER,19,31.58
SOMPHON BANYAEM,13,46.15
ALCIBIADE DURAN,11,63.64
ALIREZA GHADIRI,6,0
ADAM YAHAYA,33,33.33
DANIEL ARAUJO,11,9.09
CARLOS GUARDADO MALDONADO,14,0
BRANDON MORENO,8,50
JOSE BARRIOS,15,6.67
EDINSO TORRES,23,30.43
SAMIR MACHROUH,7,28.57
CHRISTIAN SOTO VALVERDE,27,18.52
ARMANDO FRAUSTO,14,35.71
KANTA SAKAI,11,9.09
OSCAR PALMA MOLINA,3,66.67
ARMAND CULLHAJ,33,51.52
JAIRO JOAQUIN DIAZ,15,6.67
WALTER BURNS,6,66.67
RICARDO VALDOVINOS,11,45.45
DESMOND LYONS,10,20
JOSE EXEQUIEL SANCHEZ,7,0
TAIGA ITO,8,0
MATTAR GARCIA,2,50
ANDRES JIMENEZ VARGAS,12,8.33
EDER GALINA FORTES,3,0
DANIIL TETEREV,1,0
UMAR KHAN,4,0
CONOR HINDS,4,50
MERVEN NGUMO,1,0
ELIEZER AQUINO,27,55.56
ARMAND MANUELIAN,5,100
LUIS GERARDO PEREZ SALAS,15,13.33
JUAN EGANA ELIZALDE,13,84.62
RICARDO CARABALLO,9,22.22
LUIS CHAVEZ,3,0
OSCAR MORA,13,53.85
HABIBU PENGO,24,25
JESSE GARCIA,11,54.55
LUIGI MERICO,15,6.67
APICHART KLINTAI,2,100
JESUS ACOSTA ZAZUETA,42,28.57
SPENCER OAKMAN,2,50
MSABAHA SALUM MSABAHA,14,14.29
DAVID FLORES VALDEZ,8,25
TOM COWLING,8,37.5
CARLOS ALVAREZ,9,0
MARCELO EZEQUIEL VARGAS,23,47.83
FAISOL AKBAR,11,18.18
JOSE MARIA HERNANDEZ,5,0
ADEILSON DOS SANTOS,28,53.57
VALENTYN SHTONDA,5,20
LATIBU MUWONGE,4,0
ADRIAN REDMAN,7,14.29
BRENT OREN,13,7.69
JAMES FLINT,14,14.29
BONJUN LOPEREZ,30,20
OMAR KABARY SALEM,12,33.33
TONY BANGE,11,0
SHYNGYSKHAN TAZHIBAY,10,20
JESUS TORRES BELTRAN,8,37.5
JENN GONZALEZ,23,21.74
ANTHONY JIMENEZ SALAS,22,22.73
LUIS RUBALCAVA,5,40
NABIL BOUAZNI,3,33.33
LEONARDO SANCHEZ,12,58.33
NARONG BUNCHAN,38,57.89
NICK JEFFERSON,11,45.45
KEVIN RODRIGUEZ,4,50
ZAKARIA MIRI,5,20
SAMUEL MORENO,15,33.33
THOEDSAK SINAM,27,51.85
ABDUMONEM SAID,26,42.31
SIKIRU SHOGBESAN,9,33.33
ANGEL GUSTAVO SCHMITT,22,4.55
ANTONIO GUALTIERI,13,15.38
PARINYA KHAIKANHA,7,85.71
JORDAN WITHERS,4,25
JASON EGERA,52,21.15
OLEKSANDR SPIRKO,21,57.14
MIHIRO MATSUDA,6,33.33
WILSON VILLACIS,7,14.29
RAYMOND COMMEY,39,25.64
MICHAEL ESCOBIA,35,8.57
FATIH DUEBUES,9,77.78
RICARDO GONZALEZ GUILLEN,5,60
VICTOR GUERRERO,5,80
JIMMY MABUNDJI,16,50
SONNY MCEWEN,5,80
HARRY MULLINS,5,0
ERIC PABON MERCADO,5,60
ROMARIO OVALLE,15,40
JULIO SOLIS,8,75
HAMISI JUMA SULEMANI,13,15.38
MAXIMILIANO JESUS RECALDE,4,25
KENNETH COUNCIL,18,44.44
KAZUNORI YORIMASA,17,11.76
EDGAR ALOR,17,70.59
NOURREDINE EL GOUMI,17,0
FRANCISCO MARTOS,7,28.57
THAUN WRIGHT,3,33.33
OMAR OLVERA CONTRERAS,7,14.29
MARCIN BIEL,1,0
ALEXANDER MUELLER VOM BERGE,5,60
MICHAL OLAS,12,91.67
JOSE QUINTERO VELARDE,52,17.31
NICOLAS EZEQUIEL MASSERONI,21,95.24
PHATIPHAN KRUNGKLANG,14,42.86
NICOLA CIPOLLETTA,28,14.29
NICLAS ELFSTEDT,13,46.15
DANNY QUARTERMAINE,5,20
ANTHONY HANNAH,7,28.57
GOEKTUG KARAKAN,6,16.67
LUCA SCARANO,7,28.57
ABDALHA MUHUMBA,1,0
OSCAR MEJIA,19,31.58
ALEKSANDER MARTINSEN,1,100
DAMAZION VANHOUTER,1,0
EDWIN REYES,19,26.32
JAMES SINGH,11,63.64
GODFREY PAULO KAMATA,19,21.05
TRAVIS GAMBARDELLA,11,27.27
ELIO HERALDO TROSCH,26,26.92
SONNY PRICE,9,0
FELIPE LARES,25,52
SERGIO GONZALEZ,51,13.73
MAQHAWE DAMOYI,2,0
JESUS VALLE CHON,22,18.18
CHARLIE SERRANO,26,19.23
JOSSY CHAVEZ GONZALEZ,21,19.05
ROSEKIE CRISTOBAL,21,52.38
ALEXIS SILVA ESPINOZA,4,50
LEEMONT JOHNSON,8,50
ANGEL MARIANO CASTILLO,11,9.09
SERGIO DANIEL MORENO MARTINEZ,6,0
ANUJ KUMAR SINGH,9,33.33
SIMEON SHAFODINO,9,22.22
NICO LEIVARS,3,0
YONG HWAN JUN,12,16.67
JESUS VASQUEZ,11,18.18
ANDREW OTHELLO STRODE,9,11.11
KRISHNIL MUDALIAR,15,40
JUAQUIN CAMARENA,15,93.33
MICHAEL WEBBER-KANE,5,0
LEONARDO ARIEL LUNA,7,0
MATTY HEPPENSTALL,2,0
YUSUF ADENIJI,7,85.71
JOSE RODRIGUEZ VILLARREAL,22,0
ARIEL BOLANOS FLORES,9,33.33
DELEN PARSLEY,14,28.57
TEMITOPE ABIOLA,4,25
JEAMIE TSHIKEVA,2,50
ULYSSES DIAZ,14,85.71
JUAN FERNANDO VARGAS VELASQUEZ,4,50
CARLOS GONZALEZ CHAVEZ,3,0
OSIRIS WATSON,1,0
MANYI ISSA,19,52.63
YUSAKU MINAMI,6,33.33
SPIRIDHON YMERI,9,66.67
BLANE HYLAND,7,0
RAMON ACOSTA,3,100
OSITA UMEH,4,100
KEVIN FURRER,2,50
ANDERS EGGAN,9,33.33
DUNIS LINAN,83,20.48
JUNPEI YOSHIDA,4,50
TOM LASKE,5,40
VINCENT FLOYD,19,10.53
FRANCISCO CANTABRANA SOTO,5,100
CALLUM BLOCKLEY,8,12.5
MALIK NELSON,3,100
MAMO USUBYAN,1,0
DENI ISLAM UMAEV,5,100
KENNETH LOPEZ,6,50
DESIRE ADAMI,2,0
REBEN PRONCO,6,33.33
RYAN LAMONT,3,33.33
ASYER ALUMAN,7,28.57
JOSE ANTONIO SANCHEZ ROMERO,15,40
JONATHAN FRANCISCO,28,14.29
SEIYA IWAMOTO,4,50
ASATO MORI,10,50
KENTA KAKIHARA,5,0
CAMERON KAIHAU,7,0
ODILJON MIRZARAKHIMOV,13,0
STEVE GARAGARZA,9,22.22
PETAR MAUKOVIC,20,90
DETRAILOUS WEBSTER,4,25
ADISAK KETPIAM,13,53.85
LUIS OMAR VALENZUELA,16,81.25
JOHN RINCON,7,28.57
JIANGTAO CAO,10,30
MARIO JASSMANN,23,78.26
ANDRES GARCIA,22,36.36
SHOMARI MILUNDI,18,27.78
MAHMOUD HAFEZ,3,100
WILLIAMS FLORES,11,81.82
KRIS JACOBS,8,25
HWANG KOOK JE,12,16.67
JULIAN VOGEL,9,55.56
JHAN CARLOS UBARNES,5,60
MALIK WARREN,7,85.71
CONNOR ADAWAY,3,33.33
ANUAR SALAS,35,34.29
NATHAN BEDWELL,27,22.22
DANNY KEATING,5,60
SAMUEL OPAOGUN,11,72.73
RENE HUEBNER,74,41.89
MATEUSZ LIS,4,75
JOSH STOKES,7,28.57
JOHN CHUWA,27,37.04
JAMES HENEGHAN,7,0
ANTONIO TORRES,4,100
ANDRII ISAKOV,8,62.5
THOMAS MOTTINGER,1,0
MORGAN DESSAUX,17,29.41
ANGEL LOZANO,3,100
HARRY ARMSTRONG,5,0
JOHNNY WARD,3,66.67
IAGO GEDENIDZE,5,40
CESAR GARCIA TORRIJOS,14,28.57
JOSE JUAN VALDEZ MORALES,13,53.85
D'ANGELO FUENTES,8,50
JOHSUA VALLEJO,3,33.33
SAM EVANS,13,23.08
MANUEL DAVID LUGO,29,24.14
FERNANDO GUTIERREZ CHICHIA,4,25
LUIS CASTRO ROBLES,1,0
PAVEL VASIUTOVICI,2,100
SONNY TAYLOR,7,57.14
OSVALDO MORALES,7,28.57
JASON CROOKS MEJIA,1,0
JOSUE BURGUENO RAMIREZ,6,66.67
YAILTON NEVES,22,9.09
KEL SPENCER,2,50
TARKAN OEZCOBAN,10,60
DAVID BENCY,47,8.51
JOSHUA JAMES PAGAN,3,66.67
ATHENKOSI PLAATJIES,5,40
ARISTIDES QUINTERO,39,46.15
PAVEL MAMONTOV,33,3.03
ELLIOTT O'DONNELL,4,0
JUAN RODOLFO JUAREZ,28,50
JAMPIER OSES,26,50
EDGAR MARTINEZ BARRON,54,20.37
AARON COCCO,2,50
ROJHAT BILGETEKIN,41,48.78
ANGELO TURCO,36,8.33
RUSSELL ACOSTA SILVEIRA,6,50
ADAM COPLAND,8,50
ULISES GONZALEZ PUERTA,1,100
MARTIN OWONO,56,1.79
ALEXANDER TAYLOR,58,8.62
FAHAD AL BLOUSHI,11,18.18
BRADLEY TOWNSEND,10,0
BALAZS TORTELI,19,36.84
ERONIM ARADOAIE,11,9.09
GURPREET SINGH,6,33.33
CRISTIAN PEREZ HERNANDEZ,9,44.44
LOYD COMBES,6,0
RAUL ZAVALA,6,33.33
REY VILLAR,15,20
MARLYN CABRERA,29,41.38
ROGER HILLEY,11,63.64
RUSLAN BERCHUK,27,14.81
JONATHAN VALERO,19,15.79
ANDRE RODRIGUEZ RAYON,4,25
ANIEL VIAMONTES,6,66.67
JOE UNDERWOOD HUGHES,8,12.5
CHRISTIAN LEDESMA,3,66.67
FRANKLIN IGNATIUS,5,20
SCOTT JAMES,16,0
FEDOR MICHEL,7,42.86
ELMAR ZAMORA,4,50
PHIKELANI KHUMALO,6,50
MIHAI ANTON,4,0
JESUS MARTINEZ,48,33.33
LOUIS D'ANGLEBERMES,4,75
JESSE WALTERS,7,42.86
CALVIN MENDS,6,50
DANIEL VILLARREAL,6,83.33
NOAH CONTRERAS,7,57.14
CHIHIRO IWASHITA,5,40
MARCO LESNER,9,88.89
MUHAMMED ALI DURMAZ,63,47.62
DENIS TSARYUK,19,52.63
ROBERT BURWELL,16,18.75
RHONVEX CAPULOY,10,50
LEVI SMITH,3,33.33
IDRISA FERUZI,8,37.5
ANGEL EMILOV,54,11.11
RUDOLF HOFFMANN,5,40
YAMIL ACEVEDO,19,36.84
JEMAL SHALAMBERIDZE,15,33.33
MALKHAZ SUJASHVILI,34,29.41
ANTONIO MENNILLO,7,14.29
MICHAEL COOK,22,59.09
BRADLEY THOMPSON,4,50
FRANCISCO RIVAS RUIZ,20,25
JEFFERSON VARGAS,17,0
SHANE GILL,2,0
ALFEUS SHILONGO,13,30.77
SERGIO PALAFOX,12,16.67
MARK SMITH,16,0
RIGOBERTO OSORIO VILLALBA,9,66.67
VINCENT GALAZZO,19,0
MERTAY KAHVECI,5,80
JEAN NESTOR NKOULOU MAMA,5,20
RAYMOND CUADRADO,4,25
VYACHESLAV ZHYVOTYAGIN,6,33.33
ROYSTON BARNEY SMITH,3,33.33
ADRIAN ALVARADO,7,42.86
CHEAVON CLARKE,2,100
YAIR RODRIGUEZ ADAME,7,28.57
LUCAS EZEQUIEL CORTEZ,12,41.67
CONNOR LYNCH,10,0
YUTO OKI,5,20
ENGEL GOMEZ,23,17.39
KRZYSZTOF WAREKSO,4,25
LUCAS ADAMS,6,0
WALTER EZEQUIEL GAUCHEZ,5,60
GEORGE OWANO,32,12.5
VIRGILIO VINCIGUERRA,2,0
MARK SALES,73,10.96
BRYANT PAPPAS,24,87.5
MIRSAD CEBO,19,52.63
JACOPO COLLI,3,66.67
AIDOS MEDET,10,70
KAEDE MIZUSHIMA,5,40
JEAN CARLOS MINA,10,20
GABRIEL OCHIENG,30,53.33
TAIRAN YOKOTE,12,25
AUDOMSAK MEESITDEE,1,0
CARLOS VALENZUELA,14,21.43
JEAN CARLOS HERNANDEZ,15,46.67
DANNY MENDOZA,16,25
YEISON HERNANDEZ,10,20
LUIS GUZMAN RIOS,27,3.7
JEYSON MINDA,22,36.36
RAMON BELTRAN LOPEZ,5,20
THOMAS MATLON,3,33.33
PAUL ISPAS,8,12.5
HIROTO SATO,6,0
MARTIN SEVERO,31,16.13
HA NOK SHIM,8,37.5
JAIRO MARCELO ALBISO,5,60
JAY MUNN,8,0
MUMBELA MUKUNI,2,0
JOE LAWS,14,35.71
ALEXANDER HOFFMANN,6,50
PAUL BROWN,7,0
SAMUEL CROSSED,15,46.67
GERONIMO NAHUEL SACCO,16,12.5
ISMAIL K IBRAHIM,6,33.33
WESLEY JOEL DIANA,11,81.82
KATO MENDOZA,3,66.67
JESUS ARIAS,3,66.67
NASORO MADIMBA,20,40
ANGEL CHAVEZ,7,85.71
AMEDEO MAURIZIO,25,8
GALVIS GUERRA,28,60.71
TOM SANDER,7,71.43
GREG MCGUINNESS,5,20
DMYTRO MAIDAKOV,6,50
ARSENIO HALL,11,27.27
JASON HARTY,3,0
